0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.443529836763381313e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.808051644703785765e-02,1.342325341894716195e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.101248508578690499e-01,7.071068477937564323e-02,1.462257696525557371e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.943918392156821717e-01,7.056157438731742726e-01,5.121025725004950679e-01,7.334568678180688472e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.539748380797018590e-01,2.023975982960332098e-01,1.117102495263185280e-01,2.107269252720077035e-01,4.389079142344783913e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.347699709506205434e-01,1.293339411251478444e-01,8.941228509978776939e-02,1.266586003919387138e-01,5.983584792110566708e-01,1.647888355365005886e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.506649537157464191e-01,5.014296388776193769e-01,6.840864962853394626e-01,4.600965223979834318e-01,1.449336488008621471e+00,7.794456720635997149e-01,6.568729219674466213e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.734831059967636335e+01,1.841720980703011179e+01,1.709965589121479823e+01,1.843101069506707290e+01,1.522772742668510659e+01,1.682451681556489831e+01,1.750155940354305528e+01,1.872820678589583920e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.733462665173659545e+01,1.837033139215674638e+01,1.711562823837927994e+01,1.838413228019371459e+01,1.521010874297746263e+01,1.680798599808578686e+01,1.753821582178716199e+01,1.868132837102248089e+01,1.373937755990332632e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.697588151619447672e+01,1.805823949634744707e+01,1.675147372249258382e+01,1.807204038438440818e+01,1.486939376785160682e+01,1.645161955578818436e+01,1.715436348690060342e+01,1.836923647521317093e+01,3.594531775727945466e-01,3.765787309180431697e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.852917134296627921e+01,1.861423740771202162e+01,1.738864827927757517e+01,1.862443092190601135e+01,1.547698905396048019e+01,1.708620143995845453e+01,1.834728721225967263e+01,1.891606870285556141e+01,3.365122802950674119e-01,2.903736324417438563e-01,5.995979481764562857e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.149792668715928912e+01,2.158951401818320903e+01,2.135483759705420326e+01,2.159866210243060891e+01,1.896086686450124503e+01,2.116267314218700690e+01,2.133028966864241838e+01,2.184574889086630023e+01,1.200183601855346005e+00,1.225497297863099355e+00,1.388320261498782848e+00,1.156985308128757772e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.242378310296348687e+01,2.251537043398740323e+01,2.228069401285840456e+01,2.252451851823480311e+01,1.994954881292391846e+01,2.208852955799120465e+01,2.225657319532346889e+01,2.277160530667050153e+01,1.232049444060129950e+00,1.250403403800844693e+00,1.390294187500225043e+00,1.126422870535808585e+00,4.167290782430309037e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.271595783456696438e+01,2.280754516559088074e+01,2.257579948867532593e+01,2.281669324983826996e+01,2.025118299740833905e+01,2.238194342251781777e+01,2.255313093281811021e+01,2.306378003827397905e+01,1.158517953061458439e+00,1.183877599180103601e+00,1.314309891351488346e+00,1.136409434304917365e+00,5.019039045596098703e-01,2.937339686941636274e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.243607463017735171e+01,2.252766196120126807e+01,2.229298554007226230e+01,2.253681004544866084e+01,1.994674369177837292e+01,2.210082108520506594e+01,2.226843761166046676e+01,2.278389683388435571e+01,1.226976869243574519e+00,1.243925407706780284e+00,1.368519941135212914e+00,1.118727430548700053e+00,4.238076555753084729e-01,5.809910170955161213e-02,2.959883813311091627e-01,0.000000000000000000e+00
